Drugbank id	Weight (Da)
DB03316	88.1051
DB03317	684.65
DB03319	227.2371
DB03320	105.1158
DB03321	290.2698
DB03322	259.3434
DB03323	342.2965
DB03325	509.493
DB03326	556.4232
DB03327	356.206
DB03328	161.01
DB03329	111.165
DB03330	570.356
DB03331	570.5958
DB03332	223.1888
DB03333	342.457
DB03335	138.991
DB03336	439.3851
DB03337	346.3825
DB03338	278.3419
DB03340	239.1629
DB03341	1046.667
DB03342	238.2432
DB03343	132.0716
DB03344	580.0554
DB03345	78.133
DB03346	323.987
DB03347	182.1547
DB03348	256.3428
DB03349	426.117
DB03350	161.118
DB03351	331.3745
DB03352	245.086
DB03353	243.326
DB03354	246.2173
DB03355	447.424
DB03357	152.1473
DB03358	539.2229
DB03359	250.2375
DB03360	157.1671
DB03361	468.359
DB03363	662.437
DB03364	192.236
DB03365	297.3086
DB03366	68.0773
DB03367	428.503
DB03368	310.3041
DB03369	193.2438
DB03370	342.22
DB03371	297.2343
DB03372	260.355
DB03373	455.5746
DB03374	432.9816
DB03376	417.398
DB03379	154.0584
DB03380	180.2038
DB03381	240.4247
DB03382	137.158
DB03383	443.898
DB03384	238.281
DB03385	82.1038
DB03388	434.336
DB03389	150.1299
DB03390	191.1818
DB03392	287.2042
DB03393	1090.3902
DB03394	326.3832
DB03395	656.8557
DB03396	388.4559
DB03397	607.3537
DB03399	56.0864
DB03400	164.2011
DB03401	420.0956
DB03403	323.1965
DB03404	-1
DB03405	594.6985
DB03408	250.272
DB03410	162.144
DB03411	133.1457
DB03412	147.1723
DB03413	388.1618
DB03414	195.237
DB03415	911.769
DB03416	344.327
DB03417	427.4985
DB03419	112.0868
DB03420	334.3257
DB03421	266.2946
DB03423	431.31
DB03424	308.3728
DB03425	160.1479
DB03428	241.2453
DB03429	1466.0585
DB03430	149.1467
DB03433	386.232
DB03434	209.263
DB03435	404.1612
DB03436	784.424
DB03437	401.461
DB03439	163.1717
DB03440	313.4754
DB03441	290.0976
DB03442	496.471
DB03443	415.787
DB03444	356.174
DB03445	302.307
DB03446	389.3991
DB03447	573.4073
DB03448	308.1819
DB03449	369.911
DB03450	398.454
DB03451	460.689
DB03452	190.2692
DB03453	446.5414
DB03454	124.1372
DB03455	266.316
DB03456	358.4347
DB03459	255.1193
DB03461	743.405
DB03462	126.1133
DB03464	347.2212
DB03466	388.4987
DB03467	272.2528
DB03468	212.269
DB03469	712.484
DB03470	723.862
DB03471	395.5344
DB03472	508.5996
DB03473	160.1711
DB03475	350.4094
DB03476	286.3703
DB03477	446.242
DB03478	601.3524
DB03479	262.2167
DB03480	357.377
DB03481	788.6934
DB03482	814.591
DB03483	804.5731
DB03484	215.1415
DB03485	164.1565
DB03486	441.2277
DB03487	114.1026
DB03488	568.2928
DB03489	178.14
DB03490	233.2679
DB03491	427.2011
DB03492	569.68
DB03493	298.2752
DB03495	645.6048
DB03496	401.84
DB03498	126.071
DB03499	134.0874
DB03500	354.6101
DB03501	566.3018
DB03502	238.261
DB03503	341.3629
DB03504	405.879
DB03505	176.1753
DB03506	134.1386
DB03507	456.538
DB03509	283.712
DB03510	428.1859
DB03512	343.1411
DB03513	257.15
DB03515	266.3343
DB03516	136.1082
DB03517	105.136
DB03518	148.1571
DB03522	191.1388
DB03523	375.3675
DB03524	621.745
DB03525	229.1696
DB03526	362.445
DB03528	267.2413
DB03530	469.492
DB03531	855.6396
DB03532	521.2076
DB03533	142.116
DB03534	378.4674
DB03535	330.3783
DB03536	397.4444
DB03539	200.1919
DB03540	110.1537
DB03541	477.4693
DB03542	258.1199
DB03543	351.2464
DB03544	201.138
DB03546	549.4975
DB03548	238.192
DB03549	364.419
DB03551	267.3043
DB03552	181.1885
DB03553	132.1146
DB03554	237.9833
DB03555	382.4313
DB03556	398.4889
DB03557	873.7
DB03558	499.492
DB03559	127.1842
DB03560	122.1213
DB03562	230.2179
DB03564	118.1742
DB03565	489.5207
DB03566	145.2459
DB03568	88.1051
DB03569	192.1235
DB03570	122.143
DB03571	430.248
DB03572	309.3624
DB03573	364.436
DB03574	776.601
DB03575	243.3871
DB03576	350.2616
DB03577	277.2555
DB03581	260.1358
DB03582	232.2337
DB03583	441.5
DB03584	196.221
DB03585	324.3737
DB03586	167.1124
DB03587	72.0627
DB03588	212.2439
DB03589	118.045
DB03590	190.1971
DB03591	613.5887
DB03592	273.1427
DB03593	378.2551
DB03594	69.0653
DB03595	336.2686
DB03596	371.453
DB03597	523.343
DB03598	471.571
DB03600	172.2646
DB03602	397.446
DB03603	210.1388
DB03604	621.9323
DB03605	496.306
DB03606	275.348
DB03607	345.564
DB03608	281.3158
DB03609	267.2413
DB03611	131.1299
DB03612	853.62
DB03613	901.666
DB03614	1344.3823
DB03615	454.4727
DB03616	946.1342
DB03619	392.572
DB03621	937.1654
DB03622	331.3663
DB03623	272.3007
DB03624	232.2768
DB03626	311.3319
DB03627	136.234
DB03628	229.1696
DB03629	263.1413
DB03631	210.1867
DB03632	675.7
DB03633	510.7076
DB03635	110.132
DB03636	74.0818
DB03637	118.1576
DB03639	174.2871
DB03640	149.1021
DB03641	387.177
DB03642	526.605
DB03643	252.2713
DB03644	153.1354
DB03645	155.0465
DB03647	379.472
DB03648	694.966
DB03649	302.546
DB03650	238.2414
DB03651	229.1039
DB03652	194.1394
DB03654	179.304
DB03657	237.2072
DB03658	367.42
DB03659	73.1368
DB03660	291.0857
DB03661	169.156
DB03662	348.2888
DB03663	235.2425
DB03664	893.3269
DB03666	347.2212
DB03667	195.1721
DB03668	340.1807
DB03669	140.1549
DB03670	270.262
DB03672	288.3862
DB03673	171.217
DB03676	241.14
DB03677	282.4647
DB03679	220.2246
DB03680	118.045
DB03682	256.2103
DB03683	189.209
DB03685	324.1813
DB03686	442.444
DB03687	521.3075
DB03688	90.0779
DB03690	787.1214
DB03691	364.436
DB03692	393.582
DB03693	285.75
DB03695	325.3651
DB03696	426.7174
DB03697	271.336
DB03698	994.877
DB03699	867.607
DB03700	119.1192
DB03701	450.574
DB03702	570.558
DB03703	100.1589
DB03704	216.3172
DB03705	185.1408
DB03706	502.496
DB03707	180.27
DB03708	427.284
DB03709	163.1717
DB03710	202.274
DB03711	144.2114
DB03712	585.6469
DB03714	430.2966
DB03716	269.236
DB03717	263.2445
DB03719	308.2932
DB03721	309.2699
DB03722	161.2004
DB03723	548.3296
DB03725	521.2076
DB03726	332.2066
DB03727	654.7089
DB03728	156.566
DB03729	149.15
DB03730	164.1878
DB03731	210.036
DB03732	663.317
DB03733	98.959
DB03734	194.12
DB03735	250.2539
DB03736	112.1696
DB03737	385.3889
DB03738	276.353
DB03739	205.1653
DB03740	221.2078
DB03741	102.1317
DB03742	463.588
DB03744	425.865
DB03745	232.1257
DB03746	172.1586
DB03747	219.258
DB03748	441.005
DB03749	270.2866
DB03750	102.1317
DB03751	564.329
DB03752	386.205
DB03753	258.2875
DB03754	121.135
DB03755	585.1881
DB03756	328.4883
DB03757	259.3021
DB03758	364.777
DB03759	252.142
DB03760	208.341
DB03761	326.1723
DB03763	242.2286
DB03765	323.1965
DB03766	74.0785
DB03767	402.4873
DB03768	573.744
DB03769	253.2147
DB03771	412.32
DB03772	248.316
DB03773	164.1565
DB03775	214.2615
DB03777	412.4837
DB03779	341.3117
DB03780	161.1607
DB03781	327.159
DB03782	341.459
DB03783	179.2157
DB03784	281.4766
DB03785	422.5549
DB03787	331.2185
DB03788	376.445
DB03790	181.21
DB03791	582.052
DB03792	127.1014
DB03793	122.123
DB03795	146.1412
DB03796	256.4241
DB03798	307.1971
DB03799	203.183
DB03800	308.1819
DB03801	190.1971
DB03802	439.5918
DB03803	768.8977
DB03804	389.222
DB03807	278.734
DB03808	354.446
DB03809	311.3815
DB03811	142.181
DB03812	440.2998
DB03813	271.419
DB03814	195.237
DB03815	166.1724
DB03816	185.192
DB03817	118.1344
DB03818	328.45
DB03819	153.1354
DB03820	429.468
DB03821	201.0719
DB03822	126.0483
DB03824	259.0869
DB03825	479.02
DB03827	451.5344
DB03828	244.1379
DB03830	392.2634
DB03832	288.403
DB03833	223.2716
DB03834	301.3
DB03835	305.2414
DB03836	181.447
DB03837	527.675
DB03840	367.854
DB03841	299.3245
DB03842	121.1796
DB03843	30.026
DB03844	326.318
DB03845	911.3272
DB03846	338.2079
DB03847	191.1388
DB03848	142.176
DB03849	343.4168
DB03850	856.998
DB03851	253.2958
DB03852	154.2493
DB03854	102.1781
DB03855	233.1137
DB03856	182.1685
DB03857	212.287
DB03859	196.221
DB03860	525.8054
DB03861	204.2236
DB03862	149.1451
DB03863	178.1831
DB03864	108.159
DB03865	362.832
DB03866	368.4645
DB03867	226.1861
DB03868	190.1507
DB03869	433.397
DB03870	282.2445
DB03871	480.51
DB03874	413.7219
DB03876	178.234
DB03877	369.481
DB03878	382.4179
DB03879	178.1831
DB03880	477.64
DB03881	297.353
DB03882	292.4562
DB03884	164.158
DB03886	237.2153
DB03887	347.2212
DB03888	456.419
DB03889	523.356
DB03890	399.548
DB03891	584.6639
DB03892	215.2728
DB03893	679.491
DB03894	171.2383
DB03895	329.458
DB03896	257.955
DB03897	166.1739
DB03899	311.3815
DB03900	74.1216
DB03901	113.1146
DB03902	90.0349
DB03903	483.5152
DB03904	60.0553
DB03905	850.5565
DB03906	692.583
DB03907	473.3963
DB03908	642.7828
DB03909	505.2082
DB03910	282.428
DB03911	150.1299
DB03912	358.348
DB03915	117.1033
DB03916	423.942
DB03917	327.5035
DB03918	241.2471
DB03919	103.1198
DB03921	272.304
DB03923	959.702
DB03924	270.2402
DB03925	454.5221
DB03926	292.4562
DB03927	303.3116
DB03928	270.692
DB03929	105.0926
DB03931	788.4059
DB03932	603.7881
DB03933	847.283
DB03934	626.03
DB03935	274.203
DB03936	214.1104
DB03937	200.0838
DB03938	357.382
DB03939	114.1026
DB03940	89.0501
DB03942	388.0968
DB03944	425.501
DB03945	184.1507
DB03946	154.1201
DB03947	150.1299
DB03948	367.66
DB03949	492.587
DB03950	371.453
DB03951	301.1877
DB03952	280.2798
DB03953	191.251
DB03955	163.1717
DB03956	420.0956
DB03957	534.481
DB03958	803.4404
DB03959	339.298
DB03961	278.0909
DB03962	822.301
DB03963	225.141
DB03964	187.0838
DB03966	697.128
DB03967	266.397
DB03968	127.1842
DB03970	363.411
DB03971	969.886
DB03973	440.2998
DB03974	188.2275
DB03975	321.7
DB03976	140.0749
DB03977	189.2752
DB03978	165.1891
DB03979	734.9806
DB03980	309.3408
DB03981	256.187
DB03982	335.3102
DB03983	554.35
DB03984	455.57
DB03986	282.2758
DB03987	340.3797
DB03988	146.2107
DB03989	180.1559
DB03991	291.2546
DB03993	116.1583
DB03994	61.0831
DB03995	1134.9842
DB03996	314.766
DB03997	221.1509
DB03999	138.1021
DB04000	278.06
DB04001	248.1916
DB04002	317.428
DB04003	619.5999
DB04004	293.388
DB04005	484.1411
DB04006	377.3436
DB04007	370.245
DB04008	397.772
DB04009	644.54
DB04010	267.2826
DB04012	414.539
DB04013	280.2319
DB04014	293.2768
DB04015	169.182
DB04016	670.6895
DB04017	272.17
DB04018	118.201
DB04020	485.045
DB04021	270.4109
DB04022	603.1603
DB04023	619.3246
DB04024	353.3339
DB04027	174.201
DB04028	148.1571
DB04029	164.2044
DB04030	398.4538
DB04031	220.0317
DB04032	483.666
DB04033	320.3404
DB04034	230.1098
DB04035	330.125
DB04036	799.599
DB04037	334.203
DB04039	256.381
DB04040	556.5628
DB04041	619.58
DB04042	664.765
DB04043	787.635
DB04044	422.3445
DB04045	867.607
DB04047	353.1226
DB04048	132.1179
DB04050	69.1051
DB04051	178.2277
DB04052	122.1644
DB04053	62.9726
DB04054	359.398
DB04055	406.837
DB04057	815.6374
DB04058	208.2139
DB04059	263.2972
DB04062	164.1565
DB04063	145.1995
DB04064	378.3317
DB04065	167.2481
DB04066	164.158
DB04067	873.656
DB04068	390.1528
DB04069	197.2358
DB04070	386.5228
DB04071	663.4251
DB04072	206.1501
DB04073	527.568
DB04074	116.1152
DB04075	189.1659
DB04076	136.1115
DB04079	148.2001
DB04080	180.1574
DB04081	310.413
DB04082	188.3071
DB04083	375.3141
DB04084	182.147
DB04085	236.1809
DB04086	510.3786
DB04087	216.1263
DB04088	677.6546
DB04089	380.483
DB04090	234.2512
DB04092	459.5386
DB04094	88.1051
DB04095	135.1234
DB04097	568.2928
DB04098	550.5134
DB04099	665.4178
DB04100	450.446
DB04101	249.292
DB04103	126.1365
DB04104	149.1533
DB04105	143.2267
DB04106	315.691
DB04107	525.6015
DB04108	346.487
DB04109	221.041
DB04112	539.749
DB04113	113.1576
DB04114	298.81
DB04115	336.3612
DB04116	342.2965
DB04117	940.745
DB04119	2055.623
DB04120	124.1372
DB04121	523.1804
DB04122	260.1358
DB04123	339.0668
DB04124	810.9693
DB04125	507.605
DB04126	316.3932
DB04127	230.1098
DB04128	290.2301
DB04129	199.166
DB04130	148.1619
DB04131	511.5635
DB04132	391.483
DB04133	340.418
DB04135	132.0931
DB04136	485.5491
DB04137	523.1804
DB04138	510.092
DB04139	184.1925
DB04140	419.452
DB04141	264.3154
DB04142	531.215
DB04143	287.2057
DB04144	567.506
DB04145	109.1259
DB04147	229.402
DB04149	275.3428
DB04150	576.1222
DB04151	169.1811
DB04152	238.2399
DB04153	337.349
DB04154	343.3819
DB04155	344.2875
DB04156	200.118
DB04157	152.1506
DB04158	764.3243
DB04160	177.9751
DB04162	306.2295
DB04163	268.337
DB04164	315.276
DB04165	143.2267
DB04166	137.136
DB04167	188.1812
DB04168	266.094
DB04169	192.1747
DB04170	343.003
DB04172	612.826
DB04173	180.1559
DB04174	775.3957
DB04175	302.11
DB04176	360.2564
DB04178	791.1531
DB04179	118.1326
DB04180	326.318
DB04182	267.299
DB04183	118.088
DB04185	117.1463
DB04186	308.3345
DB04187	501.552
DB04190	636.7334
DB04191	577.7128
DB04194	627.5928
DB04195	274.1624
DB04196	312.2835
DB04197	133.1722
DB04198	268.2261
DB04199	270.2167
DB04200	358.3851
DB04201	484.3605
DB04203	371.79
DB04204	470.2889
DB04205	402.1884
DB04206	205.2132
DB04207	276.2863
DB04208	210.2265
DB04209	456.6654
DB04210	1133.1617
DB04212	87.0773
DB04213	260.3746
DB04214	219.0887
DB04215	344.206
DB04216	302.2357
DB04217	99.088
DB04218	266.2533
DB04220	936.065
DB04221	326.6232
DB04222	361.437
DB04223	219.1985
DB04224	282.4614
DB04227	290.2698
DB04229	511.613
DB04230	794.4933
DB04231	371.886
DB04232	449.478
DB04233	306.4382
DB04234	441.359
DB04235	131.1729
DB04237	163.2148
DB04238	508.589
DB04239	312.389
DB04241	334.2622
DB04242	138.1207
DB04243	338.2079
DB04244	481.607
DB04246	372.443
DB04248	504.4371
DB04249	628.067
DB04250	190.326
DB04252	176.1274
DB04253	252.1836
DB04254	343.3555
DB04255	633.7312
DB04256	209.1986
DB04257	254.4082
DB04258	454.6844
DB04260	337.2198
DB04261	61.04
DB04262	386.3141
DB04263	496.5524
DB04264	482.4428
DB04265	309.2699
DB04267	167.1189
DB04268	785.7463
DB04269	731.798
DB04270	403.4703
DB04271	168.1931
DB04272	192.1235
DB04273	216.107
DB04275	218.2518
DB04276	360.4292
DB04277	260.1358
DB04278	400.539
DB04279	176.168
DB04280	310.1978
DB04281	366.837
DB04282	182.1469
DB04284	143.1836
DB04285	602.591
DB04286	150.1299
DB04287	487.6298
DB04288	405.5391
DB04289	393.4803
DB04293	349.769
DB04294	388.0968
DB04295	326.3019
DB04296	145.1564
DB04297	302.3682
DB04298	495.673
DB04299	116.0722
DB04301	366.3772
DB04302	210.293
DB04303	208.166
DB04304	196.1553
DB04306	282.363
DB04307	187.2377
DB04310	385.4983
DB04311	149.2328
DB04312	144.1187
DB04314	125.1286
DB04315	443.2005
DB04316	224.2133
DB04317	234.959
DB04318	694.7557
DB04320	136.975
DB04322	443.4531
DB04324	298.3746
DB04325	121.1796
DB04326	170.0578
DB04327	749.0734
DB04328	254.1312
DB04330	608.449
DB04331	292.353
DB04334	211.1715
DB04335	268.2261
DB04336	288.732
DB04337	41.0519
DB04338	338.3821
DB04339	179.194
DB04340	200.0854
DB04342	520.473
DB04343	74.0355
DB04345	242.2334
DB04346	150.1299
DB04347	172.1354
DB04348	515.703
DB04349	76.0944
DB04350	674.7054
DB04351	171.0844
DB04352	230.1098
DB04353	685.822
DB04356	150.138
DB04359	108.116
DB04360	178.016
DB04361	44.0559
DB04363	586.678
DB04365	155.1943
DB04366	426.2164
DB04367	245.2373
DB04368	329.435
DB04369	87.87
DB04371	372.44
DB04372	782.0817
DB04373	531.6856
DB04374	299.432
DB04376	406.4694
DB04377	162.1406
DB04378	531.6856
DB04379	163.2163
DB04380	175.1228
DB04381	70.0898
DB04382	164.1565
DB04385	242.2286
DB04386	250.2027
DB04387	157.2533
DB04388	131.1299
DB04389	770.5
DB04391	654.78
DB04392	336.295
DB04393	255.097
DB04394	285.276
DB04395	506.1963
DB04396	358.362
DB04397	359.0755
DB04398	90.0779
DB04400	239.2312
DB04401	102.1549
DB04404	216.2343
DB04405	471.5012
DB04407	313.378
DB04408	659.636
DB04409	365.336
DB04410	135.21
DB04411	293.146
DB04414	1097.9
DB04416	403.449
DB04417	139.1088
DB04418	463.2934
DB04419	131.1729
DB04422	135.185
DB04424	458.5521
DB04425	255.2306
DB04426	235.2344
DB04427	621.79
DB04429	240.254
DB04430	303.3213
DB04432	398.386
DB04433	253.3009
DB04434	289.3345
DB04436	199.179
DB04437	356.399
DB04438	413.115
DB04439	791.746
DB04440	252.2267
DB04441	285.2318
DB04442	254.2673
DB04444	102.9752
DB04445	454.4
DB04446	177.246
DB04447	154.251
DB04448	144.1187
DB04450	294.408
DB04451	144.1717
DB04452	372.4231
DB04453	807.7454
DB04454	103.1198
DB04455	118.1543
DB04456	125.9436
DB04457	347.2212
DB04459	215.033
DB04460	459.2998
DB04461	660.7566
DB04462	434.708
DB04463	283.3284
DB04464	177.221
DB04465	342.2965
DB04466	504.5336
DB04467	320.2356
DB04468	387.514
DB04469	274.315
DB04470	324.377
DB04471	428.5659
DB04472	208.1741
DB04473	164.1565
DB04474	299.344
DB04476	153.1354
DB04477	560.601
DB04478	301.365
DB04480	293.3381
DB04481	122.1198
DB04482	543.3732
DB04483	182.1469
DB04485	242.2286
DB04487	145.1995
DB04488	487.504
DB04489	235.261
DB04490	125.191
DB04491	166.1553
DB04492	301.271
DB04493	260.1358
DB04494	145.95
DB04495	579.5806
DB04496	231.0979
DB04498	117.1033
DB04499	120.1485
DB04501	138.2499
DB04502	600.724
DB04503	428.414
DB04505	415.873
DB04508	208.232
DB04510	186.0572
DB04511	249.284
DB04512	166.2203
DB04513	340.868
DB04514	589.4067
DB04515	178.1831
DB04516	246.1523
DB04517	420.4132
DB04518	298.363
DB04519	144.2114
DB04520	260.2884
DB04521	463.546
DB04522	185.0725
DB04523	241.3266
DB04524	853.58
DB04525	599.6289
DB04526	210.1819
DB04527	148.1173
DB04528	184.1064
DB04529	1306.08
DB04530	197.276
DB04531	211.281
DB04532	117.1479
DB04533	123.1525
DB04534	163.1335
DB04537	203.2404
DB04538	147.1293
DB04539	170.081
DB04540	386.6535
DB04541	154.1665
DB04542	427.2011
DB04543	288.328
DB04544	264.2325
DB04545	147.1723
DB04546	266.2533
DB04547	778.977
DB04548	178.14
DB04549	344.309
DB04551	340.1157
DB04552	282.218
DB04553	102.0886
DB04554	506.097
DB04555	403.1764
DB04556	165.2322
DB04557	304.4669
DB04559	185.611
DB04560	230.2146
DB04561	329.2409
DB04562	176.1241
DB04563	387.207
DB04564	178.14
DB04565	252.2234
DB04566	348.206
DB04568	215.2065
DB04569	136.1479
DB04570	520.473
DB04571	228.2433
DB04572	189.218
DB04573	288.3814
DB04574	350.429
DB04575	364.5204
DB04576	369.344
DB04577	175.2701
DB04578	355.406
DB04579	374.3862
DB04580	159.1846
DB04581	158.1998
DB04583	317.338
DB04585	189.982
DB04586	173.007
DB04588	422.843
DB04590	417.4308
DB04591	439.4611
DB04592	151.002
DB04593	587.691
DB04594	148.114
DB04596	426.3268
DB04597	250.2027
DB04598	187.58
DB04599	219.2365
DB04600	449.282
DB04601	370.386
DB04602	374.2896
DB04604	392.1498
DB04605	144.1732
DB04606	613.728
DB04607	461.321
DB04608	328.3209
DB04609	596.739
DB04610	313.3544
DB04612	534.6896
DB04614	500.718
DB04615	500.718
DB04616	452.6336
DB04617	327.5068
DB04618	969.886
DB04619	120.1485
DB04620	129.157
DB04622	153.1817
DB04623	625.7108
DB04624	414.4053
DB04626	539.5771
DB04627	226.1861
DB04628	622.6194
DB04629	1076.4449
DB04630	360.444
DB04631	366.237
DB04632	471.544
DB04633	201.3522
DB04634	223.2252
DB04636	202.2508
DB04637	181.071
DB04638	222.3233
DB04639	241.2851
DB04640	288.297
DB04641	204.1788
DB04642	487.761
DB04643	445.681
DB04644	439.289
DB04645	439.289
DB04646	321.993
DB04647	580.436
DB04648	164.269
DB04649	440.4542
DB04650	244.311
DB04651	559.533
DB04652	346.4605
DB04653	557.6535
DB04654	155.2374
DB04655	269.13
DB04656	310.3423
DB04657	235.302
DB04658	175.1824
DB04659	407.459
DB04660	257.223
DB04661	890.301
DB04662	370.4487
DB04664	494.573
DB04665	146.1427
DB04669	382.237
DB04671	279.337
DB04672	304.1932
DB04673	539.049
DB04674	389.9138
DB04676	379.474
DB04677	189.2967
DB04678	529.4896
DB04679	529.4896
DB04680	350.4046
DB04681	356.3231
DB04682	1527.9007
DB04683	746.9913
DB04685	472.5075
DB04687	142.114
DB04688	199.2469
DB04689	521.6029
DB04690	348.352
DB04693	274.3978
DB04695	398.392
DB04696	560.619
DB04697	767.961
DB04698	343.317
DB04699	86.0892
DB04700	339.322
DB04701	321.35
DB04702	330.275
DB04703	610.5606
DB04707	307.368
DB04709	350.3679
DB04711	1139.7618
DB04713	291.0857
DB04714	246.0921
DB04715	306.3617
DB04716	309.3375
DB04719	476.788
DB04720	479.812
DB04721	488.799
DB04722	497.32
DB04723	239.294
DB04724	536.6639
DB04725	379.879
DB04727	537.4651
DB04729	449.5423
DB04731	258.1861
DB04732	441.328
DB04733	342.1316
DB04734	130.0987
DB04735	688.9723
DB04736	921.8993
DB04738	767.921
DB04739	479.5762
DB04740	422.3429
DB04741	487.678
DB04742	326.391
DB04743	308.31
DB04744	174.1528
DB04745	145.158
DB04746	280.4455
DB04747	278.4296
DB04749	177.264
DB04751	388.894
DB04752	716.9653
DB04753	373.2552
DB04754	389.2579
DB04756	330.12
DB04757	375.2313
DB04758	555.649
DB04759	374.4357
DB04760	410.4166
DB04761	348.3586
DB04762	378.2717
DB04763	305.415
DB04764	399.528
DB04765	392.2983
DB04767	487.637
DB04768	419.2867
DB04769	257.268
DB04770	355.4341
DB04771	489.5679
DB04772	494.651
DB04773	290.3096
DB04774	958.2675
DB04775	933.215
DB04776	368.4759
DB04777	165.1461
DB04779	275.345
DB04781	118.1311
DB04782	165.1461
DB04783	960.2403
DB04784	122.1644
DB04785	600.6998
DB04786	1297.28
DB04787	297.375
DB04788	416.298
DB04789	459.463
DB04790	382.4131
DB04791	382.4131
DB04792	382.4131
DB04793	382.4131
DB04794	310.3917
DB04795	222.184
DB04796	400.603
DB04797	322.3363
DB04798	244.311
DB04799	335.461
DB04800	253.278
DB04801	282.4614
DB04803	547.405
DB04805	823.904
DB04807	449.43
DB04808	322.358
DB04809	442.245
DB04810	414.192
DB04811	370.182
DB04812	301.724
DB04813	356.052
DB04815	305.5
DB04816	240.2109
DB04817	311.36
DB04818	179.219
DB04819	261.39
DB04820	298.3397
DB04821	238.3275
DB04822	335.4809
DB04823	317.338
DB04824	318.3228
DB04825	329.4779
DB04826	286.435
DB04827	89.0932
DB04828	291.73
DB04829	323.432
DB04830	157.2168
DB04831	331.171
DB04832	317.23
DB04833	250.2952
DB04834	597.904
DB04835	513.6655
DB04836	337.463
DB04837	289.8
DB04838	276.3707
DB04839	416.938
DB04840	175.2303
DB04841	404.4948
DB04842	475.5727
DB04843	340.436
DB04844	317.4226
DB04845	506.7
DB04846	379.501
DB04847	352.346
DB04849	450.5053
DB04850	465.41
DB04851	603.716
DB04852	531.6872
DB04853	391.4249
DB04854	316.375
DB04855	556.756
DB04856	461.379
DB04857	327.25
DB04858	178.151
DB04859	376.5344
DB04860	316.29
DB04861	405.435
DB04862	452.4599
DB04863	439.4611
DB04864	242.3162
DB04865	545.6213
DB04866	414.681
DB04867	411.861
DB04868	529.5158
DB04869	869.645
DB04870	534.8122
DB04871	195.69
DB04872	606.625
DB04873	369.5004
DB04874	376.147
DB04875	523.5378
DB04876	303.3993
DB04877	704.8968
DB04878	267.2762
DB04879	346.813
DB04880	248.301
DB04881	563.6429
DB04882	608.56
DB04883	410.4199
DB04884	305.4134
DB04885	319.4002
DB04886	370.4388
DB04887	703.823
DB04888	385.4583
DB04889	173.2542
DB04890	388.888
DB04891	344.5307
DB04892	337.4155
DB04893	-1
DB04894	1131.38
DB04895	50000.0
DB04896	246.354
DB04897	2470.2
DB04898	473.5652
DB04899	3464.0
DB04900	3108.2755
DB04901	-1
DB04903	407.893
DB04905	283.4079
DB04907	-1
DB04908	390.4021
DB04910	249.2658
DB04911	1793.101
DB04912	754.3
DB04914	-1
DB04915	240.254
DB04917	323.818
DB04918	534.57
DB04919	-1
DB04920	456.316
DB04924	358.4314
DB04925	-1
DB04926	169.307
DB04929	-1
DB04930	391.288
DB04931	1646.8452
DB04932	-1
DB04933	1313.6562
DB04934	941.088
DB04936	180.1559
DB04938	378.891
DB04941	-1
DB04942	351.4388
DB04944	258.2313
DB04946	426.4806
DB04947	429.2677
DB04948	259.132
DB04949	-1
DB04950	-1
DB04951	185.2218
DB04952	2554.066
DB04953	303.3314
DB04954	337.3312
DB04956	-1
DB04957	457.96
DB04958	-1
DB04959	-1
DB04960	489.396
DB04961	213.1906
DB04962	-1
DB04964	-1
DB04967	340.482
DB04970	320.82
DB04971	392.411
DB04972	787.46
DB04973	-1
DB04974	1411.65
DB04975	444.488
DB04977	1110.357
DB04978	-1
DB04982	337.3725
DB04983	773.323
DB04985	-1
DB04988	-1
DB04991	-1
DB04992	-1
DB04996	500.283
DB04997	-1
DB04998	8272.338
DB05001	-1
DB05003	111.102
DB05004	-1
DB05006	-1
DB05009	486.529
DB05010	179.2
DB05012	-1
DB05013	430.541
DB05014	-1
DB05015	318.35
DB05016	284.242
DB05017	-1
DB05018	163.1717
DB05020	-1
DB05022	283.3251
DB05023	-1
DB05024	-1
DB05025	313.78
DB05029	-1
DB05032	-1
DB05033	-1
DB05034	3505.926
DB05035	487.144
DB05036	-1
DB05038	711.66
DB05039	392.4907
DB05042	-1
DB05044	-1
DB05045	4212.78
DB05046	-1
DB05047	233.227
DB05049	-1
DB05050	-1
DB05052	-1
DB05053	556.61
DB05057	249.307
DB05060	-1
DB05064	-1
DB05069	-1
DB05070	-1
DB05072	-1
DB05073	-1
DB05075	580.09
DB05076	391.5457
DB05077	-1
DB05078	-1
DB05079	-1
DB05080	-1
DB05084	3961.0
DB05085	-1
DB05087	332.528
DB05088	224.19
DB05091	-1
DB05092	-1
DB05095	381.809
DB05096	-1
DB05097	-1
DB05098	-1
DB05099	-1
DB05101	-1
DB05102	598.6624
DB05104	414.5393
DB05105	381.349
DB05107	369.336
DB05109	761.837
DB05110	-1
DB05111	-1
DB05115	-1
DB05116	574.321
DB05119	735.81
DB05120	-1
DB05121	-1
DB05122	-1
DB05125	-1
DB05127	-1
DB05129	653.6299
DB05130	-1
DB05131	-1
DB05133	-1
DB05134	585.698
DB05136	-1
DB05137	337.4553
DB05139	-1
DB05141	-1
DB05142	-1
DB05143	492.31
DB05144	-1
DB05146	-1
DB05147	-1
DB05149	-1
DB05150	-1
DB05152	214.33
DB05154	359.2574
