Drugbank id	Weight (Da)
DB01592	55.845
DB01593	65.409
DB01594	357.766
DB01595	281.2661
DB01597	358.453
DB01598	299.346
DB01599	516.842
DB01600	260.308
DB01601	628.8008
DB01602	465.52
DB01603	380.415
DB01604	463.547
DB01605	439.569
DB01606	300.291
DB01607	384.427
DB01608	365.492
DB01609	373.3615
DB01610	354.3617
DB01611	335.872
DB01612	117.1463
DB01613	302.11
DB01614	326.456
DB01615	326.456
DB01616	281.4351
DB01618	276.374
DB01619	261.3609
DB01620	240.3434
DB01621	475.667
DB01622	446.629
DB01623	443.625
DB01624	400.965
DB01625	353.5209
DB01626	159.2276
DB01627	406.54
DB01628	358.842
DB01629	262.1918
DB01630	574.732
DB01631	172.2646
DB01632	390.0696
DB01633	506.4281
DB01634	304.3012
DB01638	182.1718
DB01639	262.1764
DB01640	513.3707
DB01642	194.1825
DB01643	322.2085
DB01644	286.2794
DB01645	270.2369
DB01646	191.248
DB01647	265.305
DB01649	787.441
DB01650	164.158
DB01651	264.2292
DB01652	887.64
DB01655	276.1352
DB01656	403.207
DB01657	328.3624
DB01661	719.2755
DB01662	180.2005
DB01663	873.1
DB01664	172.1387
DB01665	133.1506
DB01666	660.535
DB01667	152.1142
DB01668	300.2629
DB01669	525.5934
DB01670	102.1317
DB01671	338.71
DB01672	154.1201
DB01673	750.4943
DB01675	835.608
DB01676	227.1311
DB01677	116.0722
DB01678	607.5907
DB01681	342.1688
DB01683	607.712
DB01684	124.159
DB01685	248.2428
DB01686	202.2541
DB01688	108.1378
DB01689	390.453
DB01690	756.4071
DB01691	374.4357
DB01692	154.251
DB01694	150.0868
DB01695	181.0838
DB01698	610.5175
DB01699	129.157
DB01700	338.2112
DB01701	112.986
DB01702	168.1467
DB01703	309.146
DB01704	180.1574
DB01705	335.3864
DB01708	288.4244
DB01709	186.0572
DB01710	364.187
DB01711	198.0901
DB01712	476.609
DB01713	536.2758
DB01715	188.2673
DB01717	916.3669
DB01718	284.5435
DB01719	876.915
DB01720	438.271
DB01721	670.851
DB01723	693.7799
DB01725	328.3672
DB01726	109.1259
DB01727	192.1235
DB01728	691.972
DB01731	426.146
DB01732	538.6335
DB01733	170.0578
DB01734	259.2143
DB01735	123.538
DB01736	300.4799
DB01737	432.493
DB01738	141.063
DB01740	245.22
DB01741	460.414
DB01742	141.2108
DB01744	152.2334
DB01745	522.616
DB01747	821.683
DB01748	290.338
DB01750	186.2066
DB01751	747.8288
DB01752	384.411
DB01753	760.4123
DB01754	191.1834
DB01755	458.493
DB01756	216.0832
DB01758	307.0851
DB01760	152.1937
DB01761	506.5653
DB01762	102.0886
DB01763	759.471
DB01764	690.85
DB01765	292.2888
DB01766	215.2478
DB01767	290.3226
DB01768	467.4233
DB01771	369.845
DB01772	409.4103
DB01773	571.5571
DB01774	589.3417
DB01775	90.0779
DB01776	108.1378
DB01777	1009.85
DB01778	195.1787
DB01779	172.0737
DB01780	680.8226
DB01782	220.2261
DB01783	219.235
DB01784	175.181
DB01785	246.0921
DB01786	89.0932
DB01788	121.1399
DB01789	159.183
DB01790	345.272
DB01791	381.253
DB01792	653.3872
DB01793	377.178
DB01795	121.93
DB01796	167.1189
DB01799	264.1074
DB01800	235.171
DB01803	120.236
DB01804	101.1039
DB01805	227.1522
DB01806	753.8318
DB01807	368.87
DB01808	213.087
DB01809	281.3556
DB01810	408.4471
DB01811	149.1467
DB01812	427.2011
DB01813	379.2797
DB01814	454.726
DB01815	248.2331
DB01816	189.209
DB01817	236.2224
DB01818	260.219
DB01819	168.042
DB01820	533.5723
DB01821	318.3329
DB01822	152.235
DB01823	248.1901
DB01824	629.7425
DB01825	175.1873
DB01826	83.1317
DB01827	223.1244
DB01828	31.0571
DB01829	735.4691
DB01830	665.6082
DB01831	533.4311
DB01832	180.0957
DB01833	176.1738
DB01834	501.552
DB01835	205.233
DB01836	499.025
DB01837	147.1293
DB01838	426.056
DB01839	76.0944
DB01840	242.1636
DB01841	148.1571
DB01842	507.181
DB01843	263.2047
DB01844	73.0938
DB01846	783.534
DB01847	160.1711
DB01851	242.4637
DB01852	286.2363
DB01853	911.524
DB01854	201.021
DB01856	160.1678
DB01857	213.0826
DB01858	444.4992
DB01859	601.2874
DB01860	491.1816
DB01861	566.3018
DB01862	238.301
DB01863	500.0755
DB01864	539.246
DB01865	320.3883
DB01866	216.211
DB01868	338.2741
DB01870	212.287
DB01871	460.5216
DB01872	301.271
DB01873	491.683
DB01875	153.0989
DB01876	346.3461
DB01877	345.371
DB01878	182.2179
DB01879	662.686
DB01880	180.1574
DB01881	134.1736
DB01882	228.311
DB01883	482.617
DB01884	170.252
DB01885	178.14
DB01887	620.6894
DB01888	471.619
DB01889	274.4409
DB01890	862.056
DB01891	455.5466
DB01892	536.797
DB01893	517.3237
DB01895	462.3086
DB01896	136.944
DB01897	466.495
DB01899	236.1424
DB01901	982.802
DB01902	127.1412
DB01903	387.078
DB01905	283.3052
DB01906	272.2196
DB01908	637.6167
DB01909	972.8436
DB01910	381.387
DB01911	580.7165
DB01912	463.805
DB01914	180.1559
DB01915	137.158
DB01917	88.1515
DB01918	200.7
DB01919	86.1323
DB01920	301.2494
DB01921	162.1439
DB01922	516.4511
DB01923	230.1098
DB01925	220.652
DB01926	801.661
DB01927	164.2011
DB01929	241.634
DB01930	147.1491
DB01931	258.058
DB01932	81.1158
DB01933	482.5304
DB01934	824.973
DB01935	253.317
DB01936	150.1299
DB01937	363.2206
DB01938	280.3244
DB01939	161.1839
DB01940	474.5051
DB01941	363.4926
DB01942	46.0254
DB01944	292.3318
DB01946	398.4571
DB01947	202.1012
DB01948	487.368
DB01949	144.2147
DB01950	308.313
DB01951	360.4473
DB01952	159.1481
DB01953	222.2851
DB01954	275.348
DB01955	90.121
DB01956	125.147
DB01957	128.556
DB01958	324.443
DB01959	289.2866
DB01960	459.243
DB01961	323.1965
DB01962	261.1684
DB01963	149.983
DB01964	390.455
DB01965	467.1569
DB01966	748.0654
DB01967	403.538
DB01968	75.133
DB01969	877.569
DB01970	365.4623
DB01971	138.124
DB01972	363.2206
DB01973	259.279
DB01975	557.3429
DB01977	289.3312
DB01978	184.219
DB01979	194.1825
DB01980	306.1003
DB01981	242.204
DB01982	194.1394
DB01983	191.998
DB01985	216.2376
DB01986	125.1435
DB01987	424.306
DB01988	457.5689
DB01989	743.8066
DB01990	466.717
DB01991	431.5634
DB01992	767.534
DB01993	320.2356
DB01996	93.1265
DB01997	242.03
DB01998	454.5091
DB02001	353.441
DB02004	405.278
DB02005	114.0993
DB02007	260.1358
DB02008	463.504
DB02009	652.8222
DB02010	466.531
DB02011	254.1776
DB02014	413.3526
DB02015	443.4133
DB02016	448.368
DB02017	362.3325
DB02018	206.198
DB02019	284.2635
DB02020	255.2256
DB02021	279.2239
DB02022	139.1552
DB02023	363.2206
DB02024	150.1745
DB02026	442.4253
DB02027	247.298
DB02028	492.1582
DB02029	344.1914
DB02030	358.2836
DB02031	445.4292
DB02032	217.285
DB02033	479.588
DB02034	173.2096
DB02035	308.495
DB02036	238.263
DB02038	333.2344
DB02039	163.195
DB02041	177.1601
DB02042	252.3047
DB02043	722.982
DB02044	177.2462
DB02045	87.1634
DB02046	447.4214
DB02047	226.2705
DB02048	112.1132
DB02049	425.883
DB02051	645.722
DB02052	277.2774
DB02053	230.1098
DB02054	137.136
DB02056	352.4651
DB02057	186.1653
DB02058	335.3996
DB02059	559.3157
DB02060	98.143
DB02061	342.297
DB02062	418.4232
DB02063	445.224
DB02065	326.2971
DB02066	281.2679
DB02067	731.6673
DB02068	118.1543
DB02069	308.328
DB02071	427.474
DB02072	287.312
DB02073	582.657
DB02074	86.0892
DB02075	346.2332
DB02076	276.1352
DB02077	330.3436
DB02078	178.2261
DB02079	91.066
DB02080	352.5081
DB02081	376.4946
DB02082	522.1957
DB02083	103.1198
DB02084	472.4495
DB02085	101.1039
DB02086	415.336
DB02087	193.171
DB02088	167.1433
DB02089	503.378
DB02090	415.5243
DB02091	206.267
DB02092	649.0837
DB02093	261.1238
DB02094	199.035
DB02095	147.1308
DB02096	259.3037
DB02097	243.2166
DB02098	427.2011
DB02101	279.2239
DB02102	536.6639
DB02103	269.688
DB02104	384.4323
DB02105	200.1058
DB02106	553.24
DB02107	101.19
DB02108	58.0824
DB02109	119.0761
DB02110	619.5755
DB02111	129.0709
DB02112	489.6107
DB02113	134.1386
DB02114	135.2062
DB02115	416.3781
DB02116	298.343
DB02118	372.438
DB02119	195.1787
DB02120	175.1824
DB02121	87.1204
DB02122	304.877
DB02123	449.6233
DB02124	155.1513
DB02125	150.2176
DB02126	192.1681
DB02127	180.1818
DB02128	475.5363
DB02129	158.1121
DB02130	167.1388
DB02131	157.2533
DB02132	441.636
DB02133	893.509
DB02134	152.1109
DB02135	454.3264
DB02136	750.773
DB02137	519.26
DB02138	242.2512
DB02139	444.34
DB02140	410.4662
DB02141	282.428
DB02142	248.173
DB02143	117.1496
DB02144	836.0613
DB02145	74.1216
DB02147	395.7588
DB02148	193.2423
DB02151	185.182
DB02152	467.4727
DB02153	153.157
DB02154	386.3521
DB02155	560.6374
DB02158	297.377
DB02159	76.0944
DB02160	191.248
DB02161	275.3428
DB02162	374.373
DB02163	121.1796
DB02164	536.407
DB02165	119.43
DB02166	414.5857
DB02168	199.008
DB02169	805.0029
DB02170	273.1978
DB02172	163.1717
DB02174	146.1445
DB02175	104.0615
DB02177	478.563
DB02178	120.1485
DB02179	281.2299
DB02180	977.89
DB02181	507.181
DB02182	618.503
DB02183	732.94
DB02184	154.251
DB02185	211.1715
DB02186	301.271
DB02187	268.3502
DB02188	643.255
DB02189	475.1822
DB02190	190.1076
DB02191	240.3003
DB02192	122.1644
DB02195	305.3058
DB02196	607.3537
DB02197	366.397
DB02198	138.948
DB02200	598.752
DB02201	102.0456
DB02205	314.3756
DB02207	163.1335
DB02209	249.1577
DB02210	118.1742
DB02211	185.2649
DB02213	301.2494
DB02214	330.2509
DB02215	225.2411
DB02216	135.185
DB02217	410.3151
DB02218	321.3236
DB02220	403.497
DB02221	344.309
DB02222	300.2111
DB02223	814.7526
DB02224	304.2516
DB02225	457.585
DB02226	661.8603
DB02227	162.1406
DB02228	182.1469
DB02229	479.532
DB02230	281.2679
DB02232	110.1106
DB02233	147.1723
DB02234	104.174
DB02235	165.211
DB02236	286.1764
DB02237	666.579
DB02238	148.18
DB02239	116.1152
DB02240	468.85
DB02242	156.2221
DB02243	582.754
DB02245	150.138
DB02247	356.417
DB02249	90.121
DB02251	222.1941
DB02252	204.0084
DB02253	434.6533
DB02254	397.29
DB02255	388.4607
DB02256	228.202
DB02257	261.996
DB02258	401.4975
DB02259	658.336
DB02260	216.231
DB02261	523.6832
DB02262	156.0963
DB02263	170.0578
DB02264	274.203
DB02265	102.2502
DB02266	281.2299
DB02267	290.2731
DB02268	194.1873
DB02269	546.6819
DB02270	264.174
DB02271	991.916
DB02272	226.2292
DB02274	187.2362
DB02276	445.404
DB02277	306.791
DB02278	209.2052
DB02279	150.1314
DB02280	152.1473
DB02281	267.2413
DB02282	297.334
DB02283	201.243
DB02285	562.6582
DB02287	253.2792
DB02288	345.194
DB02289	119.0761
DB02290	440.2998
DB02292	309.338
DB02294	202.168
DB02296	88.1482
DB02297	129.548
DB02299	174.2241
DB02300	412.6047
DB02301	455.424
DB02302	202.2541
DB02303	239.9992
DB02304	334.456
DB02305	176.1241
DB02306	758.0603
DB02307	441.477
DB02308	159.999
DB02309	365.214
DB02310	251.3462
DB02311	124.225
DB02312	260.1358
DB02313	600.688
DB02314	879.6082
DB02315	345.2053
DB02316	450.312
DB02317	260.1358
DB02318	184.138
DB02319	779.4356
DB02320	221.2078
DB02321	267.299
DB02322	573.438
DB02323	677.8301
DB02324	434.0784
DB02325	60.095
DB02326	175.1824
DB02327	150.173
DB02328	424.2369
DB02329	570.7566
DB02331	550.452
DB02332	786.5577
DB02333	468.1417
DB02334	170.141
DB02335	102.158
DB02336	643.5611
DB02337	235.301
DB02338	745.4209
DB02339	442.389
DB02340	147.1293
DB02341	632.6193
DB02342	302.4079
DB02343	250.3318
DB02345	168.05
DB02346	468.4926
DB02347	322.2515
DB02348	97.9704
DB02350	374.476
DB02352	200.2365
DB02353	494.383
DB02354	423.5129
DB02355	523.247
DB02358	433.3755
DB02359	341.4075
DB02360	376.3417
DB02361	167.25
DB02362	137.136
DB02363	507.181
DB02364	241.1788
DB02365	180.2053
DB02366	362.812
DB02367	435.516
DB02368	217.2224
DB02369	314.1892
DB02370	218.2502
DB02371	229.251
DB02373	500.09
DB02374	170.1659
DB02375	318.2351
DB02376	192.1699
DB02377	151.1261
DB02378	730.9343
DB02379	180.1559
DB02381	176.1738
DB02382	335.2039
DB02383	357.347
DB02384	181.1405
DB02386	167.1433
DB02388	513.505
DB02391	268.2724
DB02393	308.1169
DB02394	176.1672
DB02395	290.3144
DB02396	59.1103
DB02398	318.3724
DB02399	166.1724
DB02400	356.3294
DB02401	130.059
DB02402	282.2973
DB02403	111.1169
DB02404	342.449
DB02405	279.214
DB02406	102.1317
DB02407	247.2963
DB02408	202.2939
DB02410	467.351
DB02411	588.715
DB02413	165.211
DB02414	234.2545
DB02415	206.345
DB02417	330.799
DB02418	90.121
DB02419	185.2203
DB02420	194.1873
DB02421	566.3018
DB02422	372.389
DB02423	193.033
DB02424	560.6359
DB02425	354.619
DB02426	786.816
DB02427	339.3916
DB02428	173.1681
DB02429	308.328
DB02430	422.2764
DB02431	483.1563
DB02432	661.6734
DB02433	415.2253
DB02434	170.229
DB02435	114.2086
DB02436	543.5656
DB02437	176.2135
DB02438	194.1825
DB02441	208.2172
DB02442	200.05
DB02443	483.492
DB02445	261.1669
DB02446	162.1439
DB02447	264.1895
DB02448	214.3443
DB02449	503.613
DB02450	342.3426
DB02451	306.3951
DB02452	482.1683
DB02453	172.78
DB02456	323.1965
DB02457	276.3951
DB02458	473.415
DB02459	179.176
DB02460	880.989
DB02461	215.165
DB02462	263.355
DB02463	252.2912
DB02464	107.1531
DB02465	370.4815
DB02466	362.4614
DB02467	165.211
DB02468	694.599
DB02469	163.1717
DB02470	290.1618
DB02471	202.168
DB02472	270.242
DB02473	384.4736
DB02474	350.3648
DB02475	228.2483
DB02477	596.8038
DB02479	371.453
DB02480	343.003
DB02481	135.1632
DB02482	199.0991
DB02483	687.4465
DB02484	477.255
DB02485	614.4511
DB02486	154.251
DB02489	165.1527
DB02490	133.149
DB02491	451.992
DB02492	316.306
DB02493	298.144
DB02494	166.1739
DB02495	299.3278
DB02496	214.1104
DB02497	259.151
DB02498	662.4602
DB02499	162.1472
DB02500	214.2185
DB02501	274.2737
DB02503	191.976
DB02504	416.4074
DB02505	592.7703
DB02506	335.4809
DB02507	308.3279
DB02508	248.108
DB02509	222.3663
DB02510	443.435
DB02511	422.4306
DB02512	340.1157
DB02513	150.2176
DB02514	225.1147
DB02515	172.0737
DB02516	910.718
DB02517	147.1293
DB02518	131.1299
DB02519	342.326
DB02520	149.278
DB02521	206.1516
DB02522	168.042
DB02524	718.27
DB02526	336.3877
DB02527	329.2059
DB02528	207.1927
DB02529	301.3388
DB02530	103.1198
DB02531	88.1051
DB02532	175.1906
DB02534	134.1751
DB02535	331.388
DB02537	386.3985
DB02538	267.2859
DB02540	482.4428
DB02541	90.1442
DB02542	149.1634
DB02543	111.0987
DB02544	459.442
DB02545	496.6398
DB02546	264.3202
DB02547	589.3417
DB02548	262.1517
DB02549	444.225
DB02550	433.864
DB02551	372.4629
DB02552	314.2091
DB02553	867.092
DB02555	685.644
DB02556	165.1891
DB02557	543.5039
DB02558	400.491
DB02559	307.4774
DB02560	345.564
DB02561	180.1559
DB02562	239.2312
DB02563	865.677
DB02565	307.388
DB02566	235.2359
DB02567	443.349
DB02568	241.2486
DB02569	384.1731
DB02570	308.136
DB02571	145.1564
DB02572	1794.9032
DB02573	540.4238
DB02574	1198.2335
DB02576	76.1176
DB02578	374.3895
DB02579	72.0627
DB02580	266.3312
DB02581	662.564
DB02583	340.3797
DB02585	150.1778
DB02586	208.2585
DB02587	410.5012
DB02588	406.3435
DB02589	151.07
DB02590	148.1571
DB02591	146.1891
DB02592	270.1737
DB02593	322.2669
DB02594	227.2172
DB02595	552.551
DB02596	505.2082
DB02597	380.502
DB02598	532.0696
DB02599	264.347
DB02600	284.3514
DB02602	374.456
DB02603	246.3082
DB02604	244.1364
DB02606	74.1216
DB02607	389.2579
DB02608	254.2393
DB02609	215.0985
DB02610	380.29
DB02611	370.3991
DB02613	201.3489
DB02614	251.044
DB02615	463.588
DB02616	369.467
DB02617	341.275
DB02620	469.58
DB02621	421.55
DB02622	209.1556
DB02623	442.2158
DB02624	101.1039
DB02625	189.209
DB02626	836.7
DB02627	241.843
DB02628	442.5942
DB02629	688.7137
DB02630	232.1257
DB02632	301.2494
DB02633	774.157
DB02635	362.3154
DB02636	357.2711
DB02637	131.0636
DB02638	1227.372
DB02640	458.551
DB02641	129.2001
DB02642	245.169
DB02643	336.554
DB02644	217.2886
DB02645	250.2457
DB02646	59.0672
DB02647	227.2618
DB02648	162.2068
DB02649	103.0767
DB02651	685.4474
DB02652	224.2133
DB02655	133.1027
DB02656	307.3432
DB02657	259.151
DB02658	348.238
DB02659	408.5714
DB02660	292.3303
DB02661	508.1255
DB02662	335.0521
DB02663	181.1268
DB02664	101.94
DB02665	134.1983
DB02666	459.2998
DB02667	1331.34
DB02668	575.718
DB02669	412.502
DB02670	164.1565
DB02671	83.1118
DB02673	529.6466
DB02674	230.284
DB02676	282.3339
DB02677	361.177
DB02678	179.1711
DB02679	42.04
DB02680	168.107
DB02681	660.5791
DB02683	768.8977
DB02684	449.463
DB02685	179.2157
DB02686	496.5889
DB02688	87.0773
DB02689	228.29
DB02690	176.172
DB02691	464.624
DB02693	152.235
DB02694	477.363
DB02695	250.2888
DB02696	503.3353
DB02697	132.161
DB02698	415.3189
DB02699	300.4351
DB02700	163.1717
DB02701	122.1246
DB02702	758.908
DB02703	516.7092
DB02704	648.7872
DB02705	386.4894
DB02706	429.516
DB02709	228.2433
DB02710	241.1974
DB02711	454.3264
DB02712	236.1992
DB02713	117.1033
DB02714	324.1813
DB02715	463.588
DB02716	538.2149
DB02717	666.5777
DB02719	223.1806
DB02720	207.1812
DB02721	193.9738
DB02722	208.166
DB02723	492.592
DB02724	1045.828
DB02725	196.2462
DB02726	156.0313
DB02727	131.1762
DB02728	234.2048
DB02729	824.9243
DB02730	210.248
DB02731	382.83
DB02733	432.904
DB02734	176.1241
DB02735	201.15
DB02736	59.0672
DB02738	667.1408
DB02740	203.2371
DB02741	386.4828
DB02742	232.1907
DB02743	342.2965
DB02744	445.515
DB02745	244.2014
DB02746	166.1308
DB02749	254.1498
DB02750	335.77
DB02751	117.1066
DB02752	269.317
DB02753	331.19
DB02754	371.4335
DB02755	584.417
DB02756	173.2111
DB02757	68.0773
DB02758	189.2105
DB02759	582.5538
DB02761	153.223
DB02762	250.1473
DB02763	199.184
DB02765	193.2058
DB02766	324.3538
DB02767	244.3703
DB02768	102.1317
DB02770	347.2212
DB02772	342.2965
DB02773	228.672
DB02774	76.0944
DB02776	306.504
DB02778	324.1163
DB02779	228.4372
DB02780	135.185
DB02783	322.2085
DB02784	487.302
DB02785	727.336
DB02786	192.1418
DB02787	225.2396
DB02789	316.4776
DB02790	480.2571
DB02793	224.169
DB02794	752.6197
DB02795	152.1473
DB02796	267.238
DB02797	166.927
DB02798	345.2484
DB02799	383.3978
DB02800	473.4393
DB02801	174.1513
DB02802	344.2741
DB02803	152.1904
DB02804	583.6741
DB02805	324.1813
DB02806	76.0944
DB02809	496.332
DB02810	190.154
DB02811	138.1021
DB02812	446.523
DB02813	219.1919
DB02816	266.276
DB02817	168.2328
DB02818	325.0606
DB02819	344.257
DB02820	1026.861
DB02821	134.1338
DB02822	187.034
DB02823	140.0319
DB02824	306.2091
DB02825	79.015
DB02827	466.442
DB02828	134.1057
DB02829	252.2466
DB02830	446.5016
DB02831	96.9872
DB02832	914.645
DB02833	328.349
DB02834	414.331
DB02835	340.1157
DB02836	505.1651
DB02837	260.219
DB02838	113.1146
DB02839	154.1201
DB02840	368.3401
DB02841	273.092
DB02842	322.4042
DB02843	260.1358
DB02844	423.533
DB02845	80.023
DB02846	133.169
DB02848	422.5
DB02849	332.2463
DB02850	442.528
DB02851	168.299
DB02852	311.3303
DB02854	290.4403
DB02855	385.4552
DB02856	103.1198
DB02857	283.2407
DB02858	423.291
DB02859	520.6549
DB02860	1009.185
DB02861	344.309
DB02865	259.151
DB02866	250.317
DB02867	260.1358
DB02868	826.419
DB02869	301.403
DB02870	133.1903
DB02871	160.277
DB02872	686.434
DB02873	489.345
DB02875	270.2617
DB02876	377.372
DB02877	348.4779
DB02878	232.2768
DB02879	340.282
DB02883	291.1977
DB02884	171.2368
DB02885	175.1113
DB02887	464.153
DB02888	624.7146
DB02889	483.4642
DB02890	340.1807
DB02892	187.1931
DB02893	149.211
DB02894	361.346
DB02895	162.273
DB02896	298.318
DB02897	140.0319
DB02898	248.2413
DB02899	193.221
DB02900	260.1358
DB02901	290.4403
DB02902	507.264
DB02903	1474.4815
DB02904	119.1192
DB02905	348.206
DB02906	186.2481
DB02907	139.0471
DB02908	252.0982
DB02909	222.624
DB02910	893.73
DB02911	242.2798
DB02912	823.597
DB02915	350.361
DB02917	389.449
DB02918	268.2162
DB02919	370.4057
DB02921	252.2664
DB02923	186.2066
DB02924	152.2334
DB02925	362.4
DB02927	312.2567
DB02928	212.2026
DB02929	424.599
DB02930	523.247
DB02931	967.771
DB02932	430.373
DB02933	296.345
DB02934	280.2798
DB02935	134.1736
DB02936	380.437
DB02937	549.156
DB02938	130.1849
DB02940	186.231
DB02941	231.2887
DB02942	340.1157
DB02943	383.463
DB02945	194.1394
DB02947	269.2324
DB02948	183.0997
DB02949	634.503
DB02950	324.133
DB02951	104.0615
DB02952	103.1198
DB02953	196.266
DB02954	135.0755
DB02955	298.467
DB02956	160.325
DB02958	212.11
DB02959	220.2246
DB02961	164.1565
DB02962	118.1359
DB02963	322.77
DB02964	264.256
DB02965	290.235
DB02966	217.1545
DB02967	125.1253
DB02968	437.467
DB02969	143.207
DB02970	135.2062
DB02972	149.2328
DB02973	393.215
DB02974	178.618
DB02975	1290.51
DB02976	568.2928
DB02977	605.7196
DB02979	374.651
DB02980	354.34
DB02981	362.3154
DB02983	357.76
DB02984	327.401
DB02985	277.0226
DB02986	338.447
DB02987	178.21
DB02988	202.2093
DB02989	358.822
DB02990	357.594
DB02991	248.268
DB02992	355.1734
DB02994	137.9974
DB02995	100.1821
DB02996	162.25
DB02998	284.3927
DB02999	189.1262
DB03000	193.2058
DB03003	355.322
DB03005	661.8603
DB03006	217.0542
DB03008	200.1374
DB03009	321.319
DB03010	507.683
DB03011	379.352
DB03012	244.268
DB03013	424.4003
DB03015	271.2499
DB03016	253.2593
DB03017	200.3178
DB03018	121.1796
DB03019	246.116
DB03020	663.4251
DB03021	883.0352
DB03022	440.2998
DB03023	302.782
DB03024	170.232
DB03026	171.0459
DB03028	162.1454
DB03030	254.35
DB03031	539.772
DB03032	419.536
DB03033	171.19
DB03034	361.3675
DB03035	285.2085
DB03037	298.247
DB03038	451.4386
DB03039	326.318
DB03040	191.1388
DB03041	580.2853
DB03042	246.1092
DB03043	257.15
DB03044	527.6572
DB03045	388.4559
DB03046	344.388
DB03048	170.1228
DB03049	200.12
DB03051	116.1152
DB03052	232.2353
DB03053	136.0663
DB03056	168.2792
DB03057	72.0627
DB03058	123.1525
DB03059	851.607
DB03060	337.3758
DB03061	143.2267
DB03062	404.4617
DB03063	805.9112
DB03064	253.3373
DB03065	205.1735
DB03066	90.0779
DB03067	586.4627
DB03068	228.202
DB03069	535.291
DB03070	716.35
DB03072	377.4546
DB03073	151.1626
DB03074	175.1475
DB03075	256.9702
DB03076	631.738
DB03077	300.3508
DB03078	292.2238
DB03079	330.2305
DB03081	601.714
DB03082	411.4591
DB03083	311.3319
DB03084	485.452
DB03085	76.0514
DB03086	305.4152
DB03087	141.234
DB03088	129.114
DB03090	304.3841
DB03091	146.1445
DB03092	176.1672
DB03093	303.2917
DB03095	74.1448
DB03096	130.1882
DB03097	331.2185
DB03098	152.03
DB03100	163.1335
DB03101	230.1098
DB03102	271.247
DB03103	402.1884
DB03104	567.6316
DB03106	180.1559
DB03107	89.0932
DB03108	216.0832
DB03109	221.2078
DB03110	128.556
DB03111	259.151
DB03112	258.337
DB03113	188.0483
DB03114	298.2714
DB03115	561.089
DB03116	422.1732
DB03117	853.623
DB03118	289.677
DB03120	172.202
DB03121	309.3591
DB03124	464.446
DB03125	291.3257
DB03126	544.349
DB03127	121.1598
DB03128	146.2074
DB03129	188.013
DB03130	488.469
DB03132	289.394
DB03133	294.3031
DB03134	175.1824
DB03135	169.0731
DB03136	303.143
DB03137	369.3928
DB03138	99.451
DB03139	357.468
DB03140	165.939
DB03141	598.669
DB03142	150.1299
DB03143	144.2545
DB03144	190.2004
DB03145	223.187
DB03146	445.259
DB03147	785.5497
DB03148	425.2283
DB03150	306.2091
DB03151	286.249
DB03152	292.3685
DB03153	136.1115
DB03154	388.1453
DB03155	326.1723
DB03156	194.1394
DB03157	647.761
DB03158	340.1157
DB03159	327.3792
DB03160	418.3786
DB03161	534.303
DB03162	146.125
DB03163	198.26
DB03164	150.1612
DB03165	249.096
DB03166	60.052
DB03167	488.592
DB03169	906.62
DB03170	687.554
DB03171	255.2069
DB03172	266.2533
DB03173	335.3996
DB03174	124.0325
DB03175	60.095
DB03176	355.213
DB03177	132.1625
DB03178	361.271
DB03179	971.713
DB03180	136.1943
DB03181	367.3984
DB03182	811.5
DB03183	259.3037
DB03185	242.2286
DB03186	797.3476
DB03187	313.5
DB03189	263.87
DB03190	468.4926
DB03191	131.1299
DB03192	937.783
DB03193	284.4772
DB03194	178.1831
DB03195	324.1995
DB03196	271.2234
DB03197	193.1628
DB03198	1039.056
DB03199	599.6256
DB03200	332.2066
DB03201	121.158
DB03202	489.469
DB03203	299.4919
DB03205	330.206
DB03206	163.1717
DB03207	393.456
DB03209	157.0843
DB03210	165.1891
DB03211	164.0963
DB03212	192.1235
DB03213	348.3619
DB03214	101.1039
DB03215	173.1665
DB03216	233.2266
DB03217	238.1764
DB03218	264.2325
DB03219	769.8312
DB03220	323.3889
DB03221	403.497
DB03222	491.1816
DB03223	298.366
DB03224	620.476
DB03225	204.2252
DB03226	100.0398
DB03227	335.2271
DB03228	351.143
DB03229	130.1418
DB03230	389.301
DB03231	499.544
DB03232	639.0474
DB03233	321.2237
DB03234	420.342
DB03235	527.568
DB03237	190.1076
DB03238	129.1074
DB03239	405.3157
DB03240	239.2279
DB03241	115.1735
DB03242	271.2665
DB03243	126.1515
DB03245	882.622
DB03246	150.1299
DB03247	456.3438
DB03248	184.0844
DB03250	311.353
DB03251	387.499
DB03252	146.1876
DB03253	100.1622
DB03254	144.1732
DB03255	94.1112
DB03256	473.4393
DB03257	301.3355
DB03258	467.1569
DB03259	255.097
DB03260	116.2046
DB03262	457.544
DB03264	949.837
DB03266	100.1158
DB03267	395.4549
DB03268	555.6209
DB03270	193.171
DB03273	265.2254
DB03274	212.2026
DB03276	688.7496
DB03277	504.4371
DB03278	122.1198
DB03279	510.6154
DB03280	891.3541
DB03283	164.1565
DB03284	160.1247
DB03286	250.2093
DB03288	365.854
DB03289	229.087
DB03290	361.177
DB03292	169.0731
DB03294	244.291
DB03296	633.5511
DB03297	172.202
DB03298	174.0911
DB03299	251.2353
DB03300	700.53
DB03301	148.2017
DB03304	179.1793
DB03305	173.2129
DB03306	232.1272
DB03307	265.292
DB03308	146.1876
DB03309	207.29
DB03310	612.631
DB03311	741.448
DB03312	333.135
DB03313	415.418
DB03314	222.2156
DB03315	363.2206
